d_spin,d_coup,split,sigma_test,replica,v_score
8,8,8/8 (baseline),0.08435897435897435,4,1.4909608396598208e-06
8,8,8/8 (baseline),0.08435897435897435,5,1.7655474149671057e-06
8,8,8/8 (baseline),0.08435897435897435,6,1.8815114947905211e-06
8,8,8/8 (baseline),0.08435897435897435,7,2.3265974172839332e-06
8,8,8/8 (baseline),0.08435897435897435,8,1.8829981428167459e-06
8,8,8/8 (baseline),0.08435897435897435,9,2.1526263661647243e-06
8,8,8/8 (baseline),0.0917948717948718,0,2.7782123768553067e-06
8,8,8/8 (baseline),0.0917948717948718,1,2.858678224787332e-06
8,8,8/8 (baseline),0.0917948717948718,2,1.7072328791631257e-06
8,8,8/8 (baseline),0.0917948717948718,3,1.4307615695323826e-06
8,8,8/8 (baseline),0.0917948717948718,4,1.8573762254289538e-06
8,8,8/8 (baseline),0.0917948717948718,5,1.6042607048580889e-06
8,8,8/8 (baseline),0.0917948717948718,6,2.6536483841361966e-06
8,8,8/8 (baseline),0.0917948717948718,7,1.3150984361235916e-06
8,8,8/8 (baseline),0.0917948717948718,8,2.4608768756369104e-06
8,8,8/8 (baseline),0.0917948717948718,9,3.3891633153392614e-06
8,8,8/8 (baseline),0.09923076923076922,0,2.875531581058915e-06
8,8,8/8 (baseline),0.09923076923076922,1,2.676151598718455e-06
8,8,8/8 (baseline),0.09923076923076922,2,2.1198081945811873e-06
8,8,8/8 (baseline),0.09923076923076922,3,5.2871565870432556e-06
8,8,8/8 (baseline),0.09923076923076922,4,3.744950094875283e-06
8,8,8/8 (baseline),0.09923076923076922,5,2.0140920944633806e-06
8,8,8/8 (baseline),0.09923076923076922,6,3.2951602786485324e-06
8,8,8/8 (baseline),0.09923076923076922,7,3.178321509937993e-06
8,8,8/8 (baseline),0.09923076923076922,8,2.357962776188773e-06
8,8,8/8 (baseline),0.09923076923076922,9,1.5839358155431044e-06
8,8,8/8 (baseline),0.10666666666666666,0,3.38914629633962e-06
8,8,8/8 (baseline),0.10666666666666666,1,4.896455855877525e-06
8,8,8/8 (baseline),0.10666666666666666,2,3.3565186915621932e-06
8,8,8/8 (baseline),0.10666666666666666,3,1.9137900411689432e-06
8,8,8/8 (baseline),0.10666666666666666,4,2.683954505285777e-06
8,8,8/8 (baseline),0.10666666666666666,5,2.4428982373079145e-06
8,8,8/8 (baseline),0.10666666666666666,6,2.9545463489740526e-06
8,8,8/8 (baseline),0.10666666666666666,7,3.05466506809973e-06
8,8,8/8 (baseline),0.10666666666666666,8,2.4517787458889567e-06
8,8,8/8 (baseline),0.10666666666666666,9,4.912370154522351e-06
8,8,8/8 (baseline),0.1141025641025641,0,3.1248746525468973e-06
8,8,8/8 (baseline),0.1141025641025641,1,2.1408861873870264e-06
8,8,8/8 (baseline),0.1141025641025641,2,3.1580923562382256e-06
8,8,8/8 (baseline),0.1141025641025641,3,2.690664081311874e-06
8,8,8/8 (baseline),0.1141025641025641,4,2.8439966295307375e-06
8,8,8/8 (baseline),0.1141025641025641,5,3.156850169580835e-06
8,8,8/8 (baseline),0.1141025641025641,6,2.829839668467716e-06
8,8,8/8 (baseline),0.1141025641025641,7,2.904678626025469e-06
8,8,8/8 (baseline),0.1141025641025641,8,6.305620594389129e-06
8,8,8/8 (baseline),0.1141025641025641,9,2.8230127774806264e-06
8,8,8/8 (baseline),0.12153846153846153,0,2.3723287492811172e-06
8,8,8/8 (baseline),0.12153846153846153,1,4.269958017313887e-06
8,8,8/8 (baseline),0.12153846153846153,2,5.477585947510749e-06
8,8,8/8 (baseline),0.12153846153846153,3,3.6766823034555747e-06
8,8,8/8 (baseline),0.12153846153846153,4,1.280720475148109e-06
8,8,8/8 (baseline),0.12153846153846153,5,2.6042500537700904e-06
8,8,8/8 (baseline),0.12153846153846153,6,2.842243977087969e-06
8,8,8/8 (baseline),0.12153846153846153,7,4.600696503619059e-06
8,8,8/8 (baseline),0.12153846153846153,8,4.31964096411309e-06
8,8,8/8 (baseline),0.12153846153846153,9,3.79885192122354e-06
8,8,8/8 (baseline),0.12897435897435897,0,2.91749935155969e-06
8,8,8/8 (baseline),0.12897435897435897,1,2.919194899725438e-06
8,8,8/8 (baseline),0.12897435897435897,2,5.863323188776767e-06
8,8,8/8 (baseline),0.12897435897435897,3,4.413548394925194e-06
8,8,8/8 (baseline),0.12897435897435897,4,3.3935087015832443e-06
8,8,8/8 (baseline),0.12897435897435897,5,3.3753970929229563e-06
8,8,8/8 (baseline),0.12897435897435897,6,2.784421144342533e-06
8,8,8/8 (baseline),0.12897435897435897,7,4.548265732835755e-06
8,8,8/8 (baseline),0.12897435897435897,8,4.825909436389402e-06
8,8,8/8 (baseline),0.12897435897435897,9,2.5737435362552415e-06
8,8,8/8 (baseline),0.13641025641025642,0,1.0746794509349606e-05
8,8,8/8 (baseline),0.13641025641025642,1,3.382755006036063e-06
8,8,8/8 (baseline),0.13641025641025642,2,8.302489310294825e-06
8,8,8/8 (baseline),0.13641025641025642,3,4.342203554419932e-06
8,8,8/8 (baseline),0.13641025641025642,4,2.353552987282331e-06
8,8,8/8 (baseline),0.13641025641025642,5,5.760046238426326e-06
8,8,8/8 (baseline),0.13641025641025642,6,4.937595562803966e-06
8,8,8/8 (baseline),0.13641025641025642,7,5.596406793674211e-06
8,8,8/8 (baseline),0.13641025641025642,8,7.785357070898403e-06
8,8,8/8 (baseline),0.13641025641025642,9,4.712247659485683e-06
8,8,8/8 (baseline),0.14384615384615385,0,9.391433487758142e-06
8,8,8/8 (baseline),0.14384615384615385,1,8.324058612094531e-06
8,8,8/8 (baseline),0.14384615384615385,2,5.0013436601938844e-06
8,8,8/8 (baseline),0.14384615384615385,3,5.606422056927606e-06
8,8,8/8 (baseline),0.14384615384615385,4,4.714296995006972e-06
8,8,8/8 (baseline),0.14384615384615385,5,2.895820132716125e-06
8,8,8/8 (baseline),0.14384615384615385,6,9.863458701064322e-06
8,8,8/8 (baseline),0.14384615384615385,7,7.212563671253986e-06
8,8,8/8 (baseline),0.14384615384615385,8,4.7894014666413635e-06
8,8,8/8 (baseline),0.14384615384615385,9,8.768992726113458e-06
8,8,8/8 (baseline),0.1512820512820513,0,3.128293448522142e-06
8,8,8/8 (baseline),0.1512820512820513,1,6.947031759594742e-06
8,8,8/8 (baseline),0.1512820512820513,2,2.1868079851608855e-06
8,8,8/8 (baseline),0.1512820512820513,3,2.126723859618685e-06
8,8,8/8 (baseline),0.1512820512820513,4,1.0203333300156335e-05
8,8,8/8 (baseline),0.1512820512820513,5,6.867601467085889e-06
8,8,8/8 (baseline),0.1512820512820513,6,7.159218269655091e-06
8,8,8/8 (baseline),0.1512820512820513,7,9.308971465904541e-06
8,8,8/8 (baseline),0.1512820512820513,8,1.299482067020521e-05
8,8,8/8 (baseline),0.1512820512820513,9,3.4212257232567024e-06
8,8,8/8 (baseline),0.15871794871794873,0,3.590571882982169e-06
8,8,8/8 (baseline),0.15871794871794873,1,1.6706366605176784e-05
8,8,8/8 (baseline),0.15871794871794873,2,1.0445200684303972e-05
8,8,8/8 (baseline),0.15871794871794873,3,6.38462662469039e-06
8,8,8/8 (baseline),0.15871794871794873,4,1.0839294211316025e-05
8,8,8/8 (baseline),0.15871794871794873,5,2.59790574046887e-06
8,8,8/8 (baseline),0.15871794871794873,6,4.865099805804888e-06
8,8,8/8 (baseline),0.15871794871794873,7,4.301769225629843e-06
8,8,8/8 (baseline),0.15871794871794873,8,3.6899595344314606e-06
8,8,8/8 (baseline),0.15871794871794873,9,1.3815644359657332e-05
8,8,8/8 (baseline),0.16615384615384615,0,2.4093599863645868e-06
8,8,8/8 (baseline),0.16615384615384615,1,4.945528873957112e-06
8,8,8/8 (baseline),0.16615384615384615,2,5.0809198198291325e-06
8,8,8/8 (baseline),0.16615384615384615,3,3.4727803465955523e-06
8,8,8/8 (baseline),0.16615384615384615,4,6.774518312029459e-06
8,8,8/8 (baseline),0.16615384615384615,5,1.01377426616369e-05
8,8,8/8 (baseline),0.16615384615384615,6,2.0954866643636634e-06
8,8,8/8 (baseline),0.16615384615384615,7,9.45091103102455e-06
8,8,8/8 (baseline),0.16615384615384615,8,5.598033689634159e-06
8,8,8/8 (baseline),0.16615384615384615,9,1.0972568692676417e-05
8,8,8/8 (baseline),0.1735897435897436,0,2.6288710828168492e-05
8,8,8/8 (baseline),0.1735897435897436,1,3.7100066188073974e-06
8,8,8/8 (baseline),0.1735897435897436,2,1.3003937590713278e-05
8,8,8/8 (baseline),0.1735897435897436,3,6.94988845179245e-06
8,8,8/8 (baseline),0.1735897435897436,4,1.7714299751692868e-05
8,8,8/8 (baseline),0.1735897435897436,5,2.072112847337283e-05
8,8,8/8 (baseline),0.1735897435897436,6,8.86563433248534e-06
8,8,8/8 (baseline),0.1735897435897436,7,1.8090829799320312e-05
8,8,8/8 (baseline),0.1735897435897436,8,4.536161936514187e-06
8,8,8/8 (baseline),0.1735897435897436,9,9.30399456694898e-06
8,8,8/8 (baseline),0.18102564102564103,0,1.004128150173664e-05
8,8,8/8 (baseline),0.18102564102564103,1,1.326871358774265e-05
8,8,8/8 (baseline),0.18102564102564103,2,1.9113836748614907e-05
8,8,8/8 (baseline),0.18102564102564103,3,1.671883938102856e-05
8,8,8/8 (baseline),0.18102564102564103,4,1.4215402256227114e-05
8,8,8/8 (baseline),0.18102564102564103,5,6.210278016099194e-06
8,8,8/8 (baseline),0.18102564102564103,6,1.2011746032095831e-05
8,8,8/8 (baseline),0.18102564102564103,7,9.784726880070743e-06
8,8,8/8 (baseline),0.18102564102564103,8,1.1249293664680254e-05
8,8,8/8 (baseline),0.18102564102564103,9,4.787716704883208e-06
8,8,8/8 (baseline),0.18846153846153846,0,8.749339852158102e-06
8,8,8/8 (baseline),0.18846153846153846,1,3.852089725354377e-06
8,8,8/8 (baseline),0.18846153846153846,2,6.4688299624877206e-06
8,8,8/8 (baseline),0.18846153846153846,3,7.393716604301871e-06
8,8,8/8 (baseline),0.18846153846153846,4,1.0442119139970654e-05
8,8,8/8 (baseline),0.18846153846153846,5,1.236706423931457e-05
8,8,8/8 (baseline),0.18846153846153846,6,7.37652838445667e-06
8,8,8/8 (baseline),0.18846153846153846,7,1.3759608923158878e-05
8,8,8/8 (baseline),0.18846153846153846,8,1.996541876976102e-05
8,8,8/8 (baseline),0.18846153846153846,9,8.85930429002429e-06
8,8,8/8 (baseline),0.1958974358974359,0,8.775884690260484e-06
8,8,8/8 (baseline),0.1958974358974359,1,7.559581031964785e-06
8,8,8/8 (baseline),0.1958974358974359,2,5.509759381765393e-06
8,8,8/8 (baseline),0.1958974358974359,3,6.794255202912843e-06
8,8,8/8 (baseline),0.1958974358974359,4,1.0901480928851833e-05
8,8,8/8 (baseline),0.1958974358974359,5,5.770576962375329e-06
8,8,8/8 (baseline),0.1958974358974359,6,1.1158146167638777e-05
8,8,8/8 (baseline),0.1958974358974359,7,8.409893489965246e-06
8,8,8/8 (baseline),0.1958974358974359,8,1.0289154576445766e-05
8,8,8/8 (baseline),0.1958974358974359,9,9.13388083527663e-06
8,8,8/8 (baseline),0.20333333333333334,0,1.0872542605210609e-05
8,8,8/8 (baseline),0.20333333333333334,1,9.130120071175732e-06
8,8,8/8 (baseline),0.20333333333333334,2,2.2343609472610397e-05
8,8,8/8 (baseline),0.20333333333333334,3,1.1432614031400958e-05
8,8,8/8 (baseline),0.20333333333333334,4,1.068518818556296e-05
8,8,8/8 (baseline),0.20333333333333334,5,1.1534478082839911e-05
8,8,8/8 (baseline),0.20333333333333334,6,4.222906286538274e-05
8,8,8/8 (baseline),0.20333333333333334,7,5.849022326667554e-06
8,8,8/8 (baseline),0.20333333333333334,8,1.0833408885575517e-05
8,8,8/8 (baseline),0.20333333333333334,9,2.4476122182253387e-05
8,8,8/8 (baseline),0.21076923076923076,0,1.6992396970233594e-05
8,8,8/8 (baseline),0.21076923076923076,1,2.6451541676304808e-05
8,8,8/8 (baseline),0.21076923076923076,2,9.103441935625896e-06
8,8,8/8 (baseline),0.21076923076923076,3,1.0242410048547694e-05
8,8,8/8 (baseline),0.21076923076923076,4,1.0862139302452391e-05
8,8,8/8 (baseline),0.21076923076923076,5,1.1934741482020375e-05
8,8,8/8 (baseline),0.21076923076923076,6,1.9125372923530358e-05
8,8,8/8 (baseline),0.21076923076923076,7,2.6082831867269244e-05
8,8,8/8 (baseline),0.21076923076923076,8,4.277866525039545e-06
8,8,8/8 (baseline),0.21076923076923076,9,1.0222930535961475e-05
8,8,8/8 (baseline),0.21820512820512822,0,1.805316819655272e-05
8,8,8/8 (baseline),0.21820512820512822,1,4.886493654056392e-06
8,8,8/8 (baseline),0.21820512820512822,2,1.2152076384132089e-05
8,8,8/8 (baseline),0.21820512820512822,3,1.2059392510565331e-05
8,8,8/8 (baseline),0.21820512820512822,4,8.201762502689042e-06
8,8,8/8 (baseline),0.21820512820512822,5,3.073812935870479e-05
8,8,8/8 (baseline),0.21820512820512822,6,9.480114785611326e-06
8,8,8/8 (baseline),0.21820512820512822,7,1.6019209986103948e-05
8,8,8/8 (baseline),0.21820512820512822,8,6.723973959249874e-06
8,8,8/8 (baseline),0.21820512820512822,9,7.661084540188865e-06
8,8,8/8 (baseline),0.22564102564102564,0,9.731638902527604e-06
8,8,8/8 (baseline),0.22564102564102564,1,2.4546882149504837e-05
8,8,8/8 (baseline),0.22564102564102564,2,8.080577220337943e-06
8,8,8/8 (baseline),0.22564102564102564,3,2.5787158329672156e-05
8,8,8/8 (baseline),0.22564102564102564,4,6.031611160974508e-06
8,8,8/8 (baseline),0.22564102564102564,5,2.7940712168330435e-05
8,8,8/8 (baseline),0.22564102564102564,6,1.3879659543352364e-05
8,8,8/8 (baseline),0.22564102564102564,7,1.496214225019404e-05
8,8,8/8 (baseline),0.22564102564102564,8,1.610131465813509e-05
8,8,8/8 (baseline),0.22564102564102564,9,1.1948953921666354e-05
8,8,8/8 (baseline),0.23307692307692307,0,1.802137310443247e-05
8,8,8/8 (baseline),0.23307692307692307,1,1.575605049806457e-05
8,8,8/8 (baseline),0.23307692307692307,2,2.981817886654968e-05
8,8,8/8 (baseline),0.23307692307692307,3,4.8796782952399574e-06
8,8,8/8 (baseline),0.23307692307692307,4,2.4553819349510118e-05
8,8,8/8 (baseline),0.23307692307692307,5,2.669600297503626e-05
8,8,8/8 (baseline),0.23307692307692307,6,1.2276448259985819e-05
8,8,8/8 (baseline),0.23307692307692307,7,1.7198307155042263e-05
8,8,8/8 (baseline),0.23307692307692307,8,2.7364246103550158e-05
8,8,8/8 (baseline),0.23307692307692307,9,9.924820887761776e-06
8,8,8/8 (baseline),0.24051282051282052,0,2.0772320308041426e-05
8,8,8/8 (baseline),0.24051282051282052,1,2.7336427787868206e-05
8,8,8/8 (baseline),0.24051282051282052,2,3.404038162425402e-05
8,8,8/8 (baseline),0.24051282051282052,3,2.1543475664915215e-05
8,8,8/8 (baseline),0.24051282051282052,4,3.139420979767774e-05
8,8,8/8 (baseline),0.24051282051282052,5,3.398511255433443e-05
8,8,8/8 (baseline),0.24051282051282052,6,3.781505281880437e-05
8,8,8/8 (baseline),0.24051282051282052,7,2.2470883222455188e-05
8,8,8/8 (baseline),0.24051282051282052,8,1.2329836629347457e-05
8,8,8/8 (baseline),0.24051282051282052,9,1.7849028452776954e-05
8,8,8/8 (baseline),0.24794871794871795,0,6.923770782011251e-06
8,8,8/8 (baseline),0.24794871794871795,1,2.7581606219160986e-05
8,8,8/8 (baseline),0.24794871794871795,2,1.979336252353298e-05
8,8,8/8 (baseline),0.24794871794871795,3,1.330187761052075e-05
8,8,8/8 (baseline),0.24794871794871795,4,9.694616174197383e-06
8,8,8/8 (baseline),0.24794871794871795,5,4.736350986400522e-06
8,8,8/8 (baseline),0.24794871794871795,6,1.4452815726291232e-05
8,8,8/8 (baseline),0.24794871794871795,7,2.6561180106555157e-05
8,8,8/8 (baseline),0.24794871794871795,8,1.3750733081614464e-05
8,8,8/8 (baseline),0.24794871794871795,9,2.2096603148289573e-05
8,8,8/8 (baseline),0.2553846153846154,0,1.9009380443406078e-05
8,8,8/8 (baseline),0.2553846153846154,1,7.235353742664211e-06
8,8,8/8 (baseline),0.2553846153846154,2,2.99502001299717e-05
8,8,8/8 (baseline),0.2553846153846154,3,5.442270827213821e-06
8,8,8/8 (baseline),0.2553846153846154,4,1.027891878660395e-05
8,8,8/8 (baseline),0.2553846153846154,5,1.5648697725979728e-05
8,8,8/8 (baseline),0.2553846153846154,6,3.237451121327385e-05
8,8,8/8 (baseline),0.2553846153846154,7,4.177359564993182e-05
8,8,8/8 (baseline),0.2553846153846154,8,6.764356140490369e-05
8,8,8/8 (baseline),0.2553846153846154,9,3.0025067795535663e-05
8,8,8/8 (baseline),0.26282051282051283,0,7.593481178782505e-05
8,8,8/8 (baseline),0.26282051282051283,1,2.550712842893528e-05
8,8,8/8 (baseline),0.26282051282051283,2,6.104660864113048e-05
8,8,8/8 (baseline),0.26282051282051283,3,4.286194766778331e-05
8,8,8/8 (baseline),0.26282051282051283,4,2.9774193068270525e-05
8,8,8/8 (baseline),0.26282051282051283,5,2.8695625564573807e-05
8,8,8/8 (baseline),0.26282051282051283,6,6.1008007418117935e-05
8,8,8/8 (baseline),0.26282051282051283,7,1.890477866242802e-05
8,8,8/8 (baseline),0.26282051282051283,8,1.886442976478231e-05
8,8,8/8 (baseline),0.26282051282051283,9,1.0945928560949031e-05
8,8,8/8 (baseline),0.2702564102564103,0,2.2128032208564706e-05
8,8,8/8 (baseline),0.2702564102564103,1,1.805026052679775e-05
8,8,8/8 (baseline),0.2702564102564103,2,2.440798937526146e-05
8,8,8/8 (baseline),0.2702564102564103,3,1.7906101177952648e-05
8,8,8/8 (baseline),0.2702564102564103,4,3.114702643640006e-05
8,8,8/8 (baseline),0.2702564102564103,5,5.854201671747239e-06
8,8,8/8 (baseline),0.2702564102564103,6,2.4020039276946618e-05
8,8,8/8 (baseline),0.2702564102564103,7,1.429283767607124e-05
8,8,8/8 (baseline),0.2702564102564103,8,2.2204257657116274e-05
8,8,8/8 (baseline),0.2702564102564103,9,3.913269116658561e-05
8,8,8/8 (baseline),0.2776923076923077,0,3.314197339129818e-05
8,8,8/8 (baseline),0.2776923076923077,1,2.284071307305218e-05
8,8,8/8 (baseline),0.2776923076923077,2,1.8093199048165833e-05
8,8,8/8 (baseline),0.2776923076923077,3,3.307752532498594e-05
8,8,8/8 (baseline),0.2776923076923077,4,3.0268183343598603e-05
8,8,8/8 (baseline),0.2776923076923077,5,4.382647174235016e-05
8,8,8/8 (baseline),0.2776923076923077,6,4.2152597992640634e-05
8,8,8/8 (baseline),0.2776923076923077,7,2.9780902089165048e-05
8,8,8/8 (baseline),0.2776923076923077,8,1.956622512962881e-05
8,8,8/8 (baseline),0.2776923076923077,9,2.865673712752451e-05
8,8,8/8 (baseline),0.28512820512820514,0,6.946126705016225e-05
8,8,8/8 (baseline),0.28512820512820514,1,2.001612080034698e-05
8,8,8/8 (baseline),0.28512820512820514,2,3.1048702975008755e-05
8,8,8/8 (baseline),0.28512820512820514,3,4.858630120534789e-05
8,8,8/8 (baseline),0.28512820512820514,4,9.56044563193717e-06
8,8,8/8 (baseline),0.28512820512820514,5,1.8558634316321397e-05
8,8,8/8 (baseline),0.28512820512820514,6,8.109556077035734e-05
8,8,8/8 (baseline),0.28512820512820514,7,4.032250468299203e-05
8,8,8/8 (baseline),0.28512820512820514,8,2.093616865621912e-05
8,8,8/8 (baseline),0.28512820512820514,9,5.083293264507796e-05
8,8,8/8 (baseline),0.2925641025641026,0,1.0876409926738622e-05
8,8,8/8 (baseline),0.2925641025641026,1,1.617627191958091e-05
8,8,8/8 (baseline),0.2925641025641026,2,3.508113505039441e-05
8,8,8/8 (baseline),0.2925641025641026,3,6.422161473578796e-05
8,8,8/8 (baseline),0.2925641025641026,4,1.4155195779837699e-05
8,8,8/8 (baseline),0.2925641025641026,5,2.5271392279615915e-05
8,8,8/8 (baseline),0.2925641025641026,6,3.538789186462781e-05
8,8,8/8 (baseline),0.2925641025641026,7,1.876226343919594e-05
8,8,8/8 (baseline),0.2925641025641026,8,2.3534337306825265e-05
8,8,8/8 (baseline),0.2925641025641026,9,4.426319153986162e-05
8,8,8/8 (baseline),0.3,0,9.98170580858475e-05
8,8,8/8 (baseline),0.3,1,3.7710969241940955e-05
8,8,8/8 (baseline),0.3,2,1.8856190723818273e-05
8,8,8/8 (baseline),0.3,3,3.691354513903405e-05
8,8,8/8 (baseline),0.3,4,2.7469245365467996e-05
8,8,8/8 (baseline),0.3,5,0.00014820716219428998
8,8,8/8 (baseline),0.3,6,4.4912651675847094e-05
8,8,8/8 (baseline),0.3,7,2.0731575467822356e-05
8,8,8/8 (baseline),0.3,8,3.355398417991393e-05
8,8,8/8 (baseline),0.3,9,7.632723494246379e-05
10,6,10/6,0.01,0,1.4264541141393774e-06
10,6,10/6,0.01,1,1.402830213373047e-06
10,6,10/6,0.01,2,1.6018163665707201e-06
10,6,10/6,0.01,3,1.4807828996364453e-06
10,6,10/6,0.01,4,1.4748463690559501e-06
10,6,10/6,0.01,5,1.4111346054753659e-06
10,6,10/6,0.01,6,1.4703414641754061e-06
10,6,10/6,0.01,7,1.445317173093942e-06
10,6,10/6,0.01,8,1.3917967698983322e-06
10,6,10/6,0.01,9,1.4352766489474545e-06
10,6,10/6,0.017435897435897435,0,1.5840183820477752e-06
10,6,10/6,0.017435897435897435,1,1.4237908423932703e-06
10,6,10/6,0.017435897435897435,2,1.5352535866468125e-06
10,6,10/6,0.017435897435897435,3,1.5925129294507789e-06
10,6,10/6,0.017435897435897435,4,1.451891279828058e-06
10,6,10/6,0.017435897435897435,5,1.4797951580393271e-06
10,6,10/6,0.017435897435897435,6,1.360063761544795e-06
10,6,10/6,0.017435897435897435,7,1.4987038411801612e-06
10,6,10/6,0.017435897435897435,8,1.444570881061856e-06
10,6,10/6,0.017435897435897435,9,1.526912338462849e-06
10,6,10/6,0.02487179487179487,0,1.655656913194191e-06
10,6,10/6,0.02487179487179487,1,1.5895187797908681e-06
10,6,10/6,0.02487179487179487,2,1.542678965200538e-06
10,6,10/6,0.02487179487179487,3,1.5878720241785304e-06
10,6,10/6,0.02487179487179487,4,1.908422779238245e-06
10,6,10/6,0.02487179487179487,5,1.7706558267617472e-06
10,6,10/6,0.02487179487179487,6,1.496421772682513e-06
10,6,10/6,0.02487179487179487,7,1.4397175681332613e-06
10,6,10/6,0.02487179487179487,8,2.070160667076438e-06
10,6,10/6,0.02487179487179487,9,1.7705120116967167e-06
10,6,10/6,0.03230769230769231,0,1.4863964852949887e-06
10,6,10/6,0.03230769230769231,1,1.8163449579604869e-06
10,6,10/6,0.03230769230769231,2,1.5661526287510394e-06
10,6,10/6,0.03230769230769231,3,1.760116529515037e-06
10,6,10/6,0.03230769230769231,4,1.7158064540376937e-06
10,6,10/6,0.03230769230769231,5,1.8459978331128753e-06
10,6,10/6,0.03230769230769231,6,1.699445510223471e-06
10,6,10/6,0.03230769230769231,7,1.492820574036937e-06
10,6,10/6,0.03230769230769231,8,1.8043267221804351e-06
10,6,10/6,0.03230769230769231,9,1.7838415394349948e-06
10,6,10/6,0.03974358974358974,0,1.7693455483869662e-06
10,6,10/6,0.03974358974358974,1,3.252460341178148e-06
10,6,10/6,0.03974358974358974,2,1.689555472322023e-06
10,6,10/6,0.03974358974358974,3,1.4982703012399353e-06
10,6,10/6,0.03974358974358974,4,1.664129286819208e-06
10,6,10/6,0.03974358974358974,5,2.6639238208368716e-06
10,6,10/6,0.03974358974358974,6,1.3913071479944966e-06
10,6,10/6,0.03974358974358974,7,2.666174655840292e-06
10,6,10/6,0.03974358974358974,8,1.716100167517853e-06
10,6,10/6,0.03974358974358974,9,3.2374968728160358e-06
10,6,10/6,0.04717948717948718,0,2.0943872535634574e-06
10,6,10/6,0.04717948717948718,1,2.1752672867268587e-06
10,6,10/6,0.04717948717948718,2,1.7699989229928165e-06
10,6,10/6,0.04717948717948718,3,1.9242635652368078e-06
10,6,10/6,0.04717948717948718,4,1.7311602233360426e-06
10,6,10/6,0.04717948717948718,5,1.7534548710271704e-06
10,6,10/6,0.04717948717948718,6,2.660254905146981e-06
10,6,10/6,0.04717948717948718,7,2.0832878965279143e-06
10,6,10/6,0.04717948717948718,8,2.2351377044878808e-06
10,6,10/6,0.04717948717948718,9,2.4738381499832703e-06
10,6,10/6,0.054615384615384614,0,3.790077565307988e-06
10,6,10/6,0.054615384615384614,1,2.3142521691774446e-06
10,6,10/6,0.054615384615384614,2,2.730149883189596e-06
10,6,10/6,0.054615384615384614,3,2.274137682578139e-06
10,6,10/6,0.054615384615384614,4,2.612388898689974e-06
10,6,10/6,0.054615384615384614,5,2.2091446691916568e-06
10,6,10/6,0.054615384615384614,6,1.7746678494782093e-06
10,6,10/6,0.054615384615384614,7,1.8421883151890622e-06
10,6,10/6,0.054615384615384614,8,2.7748795719033484e-06
10,6,10/6,0.054615384615384614,9,2.121764537384971e-06
10,6,10/6,0.062051282051282054,0,2.1562335473406517e-06
10,6,10/6,0.062051282051282054,1,2.719644739089568e-06
10,6,10/6,0.062051282051282054,2,3.6621019193966434e-06
10,6,10/6,0.062051282051282054,3,2.5666684731011423e-06
10,6,10/6,0.062051282051282054,4,5.204390975351673e-06
10,6,10/6,0.062051282051282054,5,3.345542821999511e-06
10,6,10/6,0.062051282051282054,6,2.67290235452108e-06
10,6,10/6,0.062051282051282054,7,2.1551786230313383e-06
10,6,10/6,0.062051282051282054,8,2.013708964345036e-06
10,6,10/6,0.062051282051282054,9,2.8906067020772052e-06
10,6,10/6,0.06948717948717949,0,3.363435570958712e-06
10,6,10/6,0.06948717948717949,1,3.5342188426183005e-06
10,6,10/6,0.06948717948717949,2,3.0594258430522633e-06
10,6,10/6,0.06948717948717949,3,2.7239218082377166e-06
10,6,10/6,0.06948717948717949,4,2.7885505898295558e-06
10,6,10/6,0.06948717948717949,5,2.8820393671760375e-06
10,6,10/6,0.06948717948717949,6,4.657561297065213e-06
10,6,10/6,0.06948717948717949,7,3.3729993815645207e-06
10,6,10/6,0.06948717948717949,8,3.909384557613435e-06
10,6,10/6,0.06948717948717949,9,2.221309788882652e-06
10,6,10/6,0.07692307692307691,0,2.630292871631558e-06
10,6,10/6,0.07692307692307691,1,6.121800116372844e-06
10,6,10/6,0.07692307692307691,2,3.0834448095118872e-06
10,6,10/6,0.07692307692307691,3,2.677299471094342e-06
10,6,10/6,0.07692307692307691,4,3.2235680270488824e-06
10,6,10/6,0.07692307692307691,5,3.007131649951144e-06
10,6,10/6,0.07692307692307691,6,5.744065373728161e-06
10,6,10/6,0.07692307692307691,7,2.1901009985790402e-06
10,6,10/6,0.07692307692307691,8,3.221747124593336e-06
10,6,10/6,0.07692307692307691,9,2.766038047182841e-06
10,6,10/6,0.08435897435897435,0,6.7456181234808725e-06
10,6,10/6,0.08435897435897435,1,3.5937861224818928e-06
10,6,10/6,0.08435897435897435,2,3.387329418686061e-06
10,6,10/6,0.08435897435897435,3,3.4147388043960364e-06
10,6,10/6,0.08435897435897435,4,3.1079027877313007e-06
10,6,10/6,0.08435897435897435,5,2.5984487237893473e-06
10,6,10/6,0.08435897435897435,6,3.4514622355176843e-06
10,6,10/6,0.08435897435897435,7,4.478897361079261e-06
10,6,10/6,0.08435897435897435,8,2.5223349268598225e-06
10,6,10/6,0.08435897435897435,9,3.526679777071434e-06
10,6,10/6,0.0917948717948718,0,4.126146208539576e-06
10,6,10/6,0.0917948717948718,1,4.24600116538303e-06
10,6,10/6,0.0917948717948718,2,2.8428212668582434e-06
10,6,10/6,0.0917948717948718,3,3.6123077495642618e-06
10,6,10/6,0.0917948717948718,4,4.594128901492073e-06
10,6,10/6,0.0917948717948718,5,3.2426163203934057e-06
10,6,10/6,0.0917948717948718,6,3.360342275186277e-06
